"Number_of_Vehicles","Accident_Date","Time_24hr_","First_Road_Class","Road_Surface","Lighting_Conditions","Weather_Conditions","Type_of_Vehicle","Casualty_Class","Casualty_Severity","Sex_of_Casualty","Age_of_Casualty"
1,2014-01-16,"17:30","A","Wet/Damp",4,1,9,3,3,1,12
2,2014-01-17,"12:05","U","Wet/Damp",1,1,9,1,3,1,20
2,2014-01-19,"13:00","A","Dry",1,1,1,1,3,1,22
2,2014-01-19,"16:05","A","Wet/Damp",1,1,1,1,3,1,27
2,2014-01-19,"21:05","U","Wet/Damp",4,1,9,1,3,1,44
3,2014-01-20,"11:10","A","Dry",1,1,9,1,3,1,87
3,2014-01-20,"11:10","A","Dry",1,1,9,1,3,2,46
3,2014-01-20,"11:10","A","Dry",1,1,9,1,3,2,71
2,2014-01-20,"21:00","A","Wet/Damp",4,1,9,2,3,2,41
2,2014-01-20,"21:00","A","Wet/Damp",4,1,9,1,3,1,37
3,2014-01-24,"18:06","A","Wet/Damp",1,2,9,1,3,1,32
3,2014-01-24,"18:06","A","Wet/Damp",1,2,9,2,3,1,33
3,2014-01-24,"18:06","A","Wet/Damp",1,2,9,2,3,1,27
2,2014-01-23,"16:45","B","Snow",1,3,9,2,3,2,69
2,2014-01-23,"16:45","B","Snow",1,3,9,1,3,1,71
2,2014-01-25,"17:15","U","Wet/Damp",4,5,9,1,3,1,63
2,2014-04-01,"17:15","A","Dry",1,1,9,1,3,2,42
1,2014-04-01,"20:47","U","Dry",4,1,9,3,2,1,18
1,2014-04-03,"13:00","A","Dry",1,1,11,2,3,2,84
1,2014-04-04,"03:23","A","Wet/Damp",4,1,9,1,2,1,17
1,2014-04-04,"03:23","A","Wet/Damp",4,1,9,2,1,1,18
1,2014-04-04,"15:25","U","Dry",1,1,9,3,3,2,77
2,2014-04-07,"13:13","A","Dry",1,1,20,1,3,1,61
2,2014-04-05,"11:55","A","Dry",1,1,1,1,2,1,44
2,2014-04-07,"14:50","A","Wet/Damp",1,2,9,1,3,1,28
2,2014-04-07,"18:16","M","Dry",1,4,9,1,3,2,40
2,2014-04-07,"18:16","M","Dry",1,4,9,2,3,2,28
2,2014-04-07,"18:16","M","Dry",1,4,9,1,3,1,17
2,2014-04-08,"11:28","A","Wet/Damp",1,1,9,1,3,2,61
2,2014-02-08,"11:30","A","Dry",1,1,9,1,3,2,48
1,2014-04-08,"13:05","B","Wet/Damp",1,1,9,3,2,1,81
2,2014-04-08,"17:08","U","Dry",1,1,3,1,3,1,24
2,2014-04-09,"17:10","A","Dry",1,1,2,1,3,1,18
2,2014-04-10,"04:55","A","Dry",4,1,9,1,3,1,54
2,2014-04-10,"04:55","A","Dry",4,1,9,2,3,1,20
1,2014-04-10,"15:45","U","Dry",1,1,9,3,3,1,15
2,2014-04-11,"09:08","U","Dry",1,1,9,1,3,1,20
2,2014-04-11,"09:08","U","Dry",1,1,9,1,3,2,36
1,2014-04-11,"21:20","A","Dry",4,1,1,1,3,2,44
1,2014-04-12,"10:50","A","Dry",1,4,5,1,2,1,40
2,2014-04-14,"13:00","U","Dry",1,1,9,1,3,1,24
2,2014-04-16,"09:13","U","Dry",1,1,9,1,3,2,47
2,2014-04-17,"08:45","A","Dry",1,1,5,1,3,1,22
1,2014-04-17,"12:30","U","Dry",1,1,9,3,3,1,10
2,2014-04-18,"01:00","U","Dry",4,1,9,1,3,1,51
2,2014-04-18,"01:00","U","Dry",4,1,9,2,3,1,20
2,2014-04-18,"01:00","U","Dry",4,1,9,2,3,1,21
2,2014-04-18,"01:00","U","Dry",4,1,9,2,3,1,27
2,2014-04-18,"01:00","U","Dry",4,1,9,2,3,1,18
3,2014-04-18,"12:55","A","Dry",1,1,5,1,2,1,24
2,2014-04-18,"21:15","U","Dry",4,1,1,1,3,1,16
3,2014-04-19,"17:55","U","Dry",1,1,9,1,3,1,18
3,2014-04-19,"17:55","U","Dry",1,1,9,2,3,1,24
3,2014-04-19,"17:55","U","Dry",1,1,9,1,3,1,28
2,2014-04-21,"12:45","A","Dry",1,1,5,1,2,1,56
2,2014-04-21,"12:45","A","Dry",1,1,5,2,3,2,47
2,2014-05-02,"18:05","U","Dry",1,1,9,2,2,2,23
2,2014-05-02,"18:45","U","Dry",1,1,1,1,3,1,26
2,2014-05-03,"15:25","U","Dry",1,1,1,1,3,2,7
2,2014-05-03,"15:30","B","Dry",1,1,9,1,2,2,78
2,2014-05-03,"15:30","B","Dry",1,1,9,2,3,1,17
2,2014-05-03,"15:30","B","Dry",1,1,9,1,3,1,18
1,2014-05-03,"20:03","U","Dry",1,1,9,3,3,2,10
1,2014-05-03,"20:03","U","Dry",1,1,9,3,3,2,6
1,2014-05-03,"20:03","U","Dry",1,1,9,3,3,2,29
1,2014-05-03,"22:35","U","Dry",4,1,9,3,3,1,40
1,2014-05-04,"09:30","M","Dry",1,1,9,1,3,1,30
3,2014-05-04,"17:00","U","Dry",1,1,5,1,3,1,52
1,2014-05-05,"21:20","A","Wet/Damp",4,2,9,1,3,1,25
1,2014-05-05,"21:20","A","Wet/Damp",4,2,9,2,3,1,33
2,2014-05-07,"07:55","U","Dry",1,1,9,1,3,1,40
2,2014-05-07,"07:55","U","Dry",1,1,9,1,3,2,22
2,2014-05-07,"07:55","U","Dry",1,1,9,2,3,1,22
2,2014-05-07,"12:45","U","Dry",1,1,9,1,3,1,43
2,2014-05-09,"07:31","B","Dry",1,1,9,1,3,1,27
2,2014-05-09,"07:31","B","Dry",1,1,11,2,3,1,30
2,2014-05-09,"07:31","B","Dry",1,1,9,2,3,2,30
1,2014-05-09,"08:24","A","Wet/Damp",1,2,9,3,2,1,NA
2,2014-05-09,"08:55","M","Wet/Damp",1,2,9,1,3,2,27
2,2014-05-09,"08:55","M","Wet/Damp",1,2,9,2,3,2,39
2,2014-05-09,"09:01","B","Wet/Damp",1,2,9,1,3,2,55
2,2014-05-09,"09:01","B","Wet/Damp",1,2,9,2,3,2,45
1,2014-05-10,"07:15","A","Wet/Damp",1,1,2,1,2,2,36
2,2014-05-11,"14:10","U","Wet/Damp",1,1,9,1,3,1,38
2,2014-05-11,"14:10","U","Wet/Damp",1,1,9,2,3,2,37
2,2014-05-11,"18:20","A","Wet/Damp",1,1,9,2,3,2,24
2,2014-05-11,"18:20","A","Wet/Damp",1,1,9,1,3,1,26
2,2014-05-12,"10:55","U","Dry",1,1,9,2,3,2,67
2,2014-05-12,"10:55","U","Dry",1,1,9,1,3,1,70
2,2014-05-08,"16:55","A","Dry",1,1,1,1,3,1,42
1,2014-05-14,"17:10","U","Dry",1,1,9,3,3,2,11
4,2014-05-15,"04:30","A","Dry",1,1,1,1,3,1,70
2,2014-05-16,"06:53","M","Dry",1,1,9,1,3,2,23
2,2014-05-17,"11:35","U","Dry",1,1,9,2,3,1,32
2,2014-05-17,"11:35","U","Dry",1,1,9,1,3,2,54
3,2014-05-17,"17:28","A","Dry",1,1,9,1,3,2,53
2,2014-05-18,"11:48","U","Dry",1,1,1,1,2,2,11
2,2014-05-18,"13:30","U","Dry",1,1,5,1,3,1,49
1,2014-05-19,"08:25","U","Dry",1,1,9,3,3,2,26
3,2014-05-19,"10:45","A","Dry",1,1,9,1,3,1,33
2,2014-05-19,"14:55","U","Dry",1,1,3,1,3,1,57
2,2014-05-19,"16:35","A","Dry",1,1,9,2,3,1,48
2,2014-05-19,"19:00","U","Dry",1,1,8,2,3,2,19
2,2014-05-19,"19:00","U","Dry",1,1,1,1,3,1,38
1,2014-05-20,"10:27","U","Dry",1,1,8,3,3,1,61
2,2014-05-21,"13:40","U","Dry",1,1,9,1,3,1,82
2,2014-05-21,"13:40","U","Dry",1,1,9,2,3,2,78
2,2014-05-22,"09:10","U","Wet/Damp",1,5,9,2,3,1,11
2,2014-05-22,"09:10","U","Wet/Damp",1,5,9,1,3,2,42
3,2014-05-24,"14:13","A","Wet/Damp",1,2,9,2,3,2,17
3,2014-05-24,"14:13","A","Wet/Damp",1,2,9,2,3,2,13
3,2014-05-24,"14:13","A","Wet/Damp",1,2,9,1,3,1,46
1,2014-05-25,"16:10","A","Dry",1,1,5,3,3,1,16
4,2014-05-26,"22:05","U","Wet/Damp",4,1,9,2,3,1,15
4,2014-05-26,"22:05","U","Wet/Damp",4,1,9,1,2,1,33
4,2014-05-26,"22:05","U","Wet/Damp",4,1,9,2,3,1,33
2,2014-05-28,"07:12","A","Wet/Damp",1,2,9,1,3,1,19
2,2014-05-28,"07:12","A","Wet/Damp",1,2,11,1,3,1,55
2,2014-05-28,"07:12","A","Wet/Damp",1,2,11,2,3,2,27
2,2014-05-28,"10:14","A","Wet/Damp",1,2,2,1,3,1,25
3,2014-05-29,"16:00","B","Wet/Damp",1,1,9,1,3,2,69
2,2014-05-31,"13:35","U","Dry",1,1,9,1,3,1,27
1,2014-06-01,"10:15","B","Dry",1,1,9,1,3,1,76
1,2014-06-01,"10:15","B","Dry",1,1,9,2,2,2,68
2,2014-06-01,"11:30","A","Dry",1,1,5,1,3,1,49
2,2014-06-01,"14:35","U","Dry",1,1,2,1,3,1,16
1,2014-06-01,"14:51","M","Dry",1,1,9,1,3,1,24
1,2014-06-01,"14:51","M","Dry",1,1,9,2,3,1,38
1,2014-06-01,"14:51","M","Dry",1,1,9,2,3,2,11
1,2014-06-01,"14:51","M","Dry",1,1,9,2,3,2,9
1,2014-06-01,"14:51","M","Dry",1,1,9,2,3,2,12
2,2014-06-01,"19:00","A","Dry",1,1,9,1,3,2,58
1,2014-06-02,"09:31","U","Dry",1,1,9,3,2,1,41
1,2014-06-03,"09:00","A","Dry",1,1,9,3,3,2,60
3,2014-06-03,"15:50","A","Dry",1,1,9,1,3,2,47
2,2014-06-04,"16:29","A","Wet/Damp",1,1,9,1,3,1,49
2,2014-06-08,"16:50","A","Dry",1,1,9,1,3,1,55
2,2014-06-08,"16:50","A","Dry",1,1,9,2,3,2,98
1,2014-06-11,"23:05","M","Dry",4,1,9,1,2,1,27
1,2014-06-13,"01:10","A","Dry",4,1,9,2,2,1,18
1,2014-06-13,"01:10","A","Dry",4,1,9,1,1,1,21
1,2014-06-13,"01:10","A","Dry",4,1,9,2,2,1,24
2,2014-06-14,"12:58","A","Dry",1,1,9,3,2,1,32
1,2014-06-14,"18:12","A","Dry",1,1,9,2,3,1,17
1,2014-06-14,"18:12","A","Dry",1,1,9,1,3,1,17
2,2014-06-15,"07:00","A","Dry",1,1,9,2,3,2,87
1,2014-06-16,"19:46","U","Dry",1,1,9,3,2,2,8
3,2014-06-16,"08:05","M","Dry",1,1,9,1,3,2,43
3,2014-06-16,"08:05","M","Dry",1,1,9,2,3,2,22
3,2014-06-16,"08:05","M","Dry",1,1,9,2,3,1,23
3,2014-06-16,"08:05","M","Dry",1,1,19,1,3,1,23
1,2014-06-17,"17:31","U","Dry",1,1,9,3,2,2,57
2,2014-06-17,"17:55","A","Dry",1,1,1,1,3,1,32
3,2014-06-18,"16:10","U","Dry",1,1,9,1,3,1,20
1,2014-06-18,"16:32","A","Dry",1,1,9,3,3,1,44
2,2014-06-18,"18:14","B","Dry",1,1,9,1,2,2,18
2,2014-06-18,"18:14","B","Dry",1,1,9,1,3,1,23
2,2014-06-18,"18:14","B","Dry",1,1,9,2,3,2,22
2,2014-06-20,"12:00","A","Dry",1,1,9,1,2,1,37
1,2014-06-20,"15:30","A","Dry",1,1,1,1,2,1,54
2,2014-06-22,"10:00","A","Dry",1,1,1,1,3,1,33
2,2014-06-23,"16:23","A","Dry",1,1,5,1,3,1,40
2,2014-06-24,"22:10","A","Dry",4,1,9,1,3,2,28
2,2014-06-24,"22:10","A","Dry",4,1,9,1,3,1,18
2,2014-06-25,"08:38","A","Dry",1,1,9,1,3,2,67
1,2014-06-25,"12:08","A","Dry",1,1,9,3,2,2,84
2,2014-06-25,"12:40","A","Dry",1,1,5,1,2,1,54
2,2014-06-28,"09:50","A","Dry",1,1,1,1,3,1,55
2,2014-06-28,"08:30","A","Wet/Damp",1,2,9,2,3,2,37
2,2014-06-29,"14:37","B","Dry",1,1,2,1,3,1,17
1,2014-06-30,"13:05","U","Dry",1,1,9,3,2,2,63
2,2014-07-02,"17:45","U","Dry",1,1,9,1,3,2,36
2,2014-07-03,"17:00","U","Dry",1,1,9,2,3,2,37
2,2014-07-03,"17:00","U","Dry",1,1,9,2,3,2,45
2,2014-07-03,"17:00","U","Dry",1,1,9,1,3,1,51
1,2014-07-03,"20:10","U","Dry",1,1,9,3,3,2,16
2,2014-07-03,"23:16","U","Dry",1,1,9,1,3,1,22
2,2014-07-03,"23:16","U","Dry",1,1,9,2,3,1,28
3,2014-07-04,"16:15","M","Wet/Damp",1,2,9,2,2,2,51
3,2014-07-04,"16:15","M","Wet/Damp",1,2,9,1,2,1,42
3,2014-07-04,"16:15","M","Wet/Damp",1,2,9,2,3,2,30
3,2014-07-04,"16:15","M","Wet/Damp",1,2,9,2,3,1,5
3,2014-07-04,"16:15","M","Wet/Damp",1,2,9,2,3,1,3
1,2014-07-04,"20:00","A","Wet/Damp",1,2,9,1,3,2,26
2,2014-07-06,"07:50","A","Dry",1,1,1,1,3,1,36
1,2014-07-06,"14:30","U","Dry",1,1,1,1,2,1,66
1,2014-07-06,"18:00","U","Dry",1,1,9,3,3,2,35
1,2014-07-06,"21:25","A","Dry",1,1,1,1,3,1,44
2,2014-07-07,"18:05","A","Dry",1,1,9,1,3,1,59
1,2014-07-08,"16:40","U","Dry",1,1,9,3,2,1,17
1,2014-07-09,"15:00","A","Dry",1,1,9,3,3,1,14
2,2014-07-10,"09:45","A","Dry",1,1,9,2,3,2,83
2,2014-07-16,"07:38","A","Dry",1,1,1,1,2,2,51
1,2014-07-18,"03:52","M","Dry",4,1,9,2,3,2,40
1,2014-07-18,"03:52","M","Dry",4,1,9,1,2,2,46
5,2014-07-18,"21:20","A","Dry",1,1,9,1,3,1,24
1,2014-07-19,"13:30","A","Wet/Damp",1,2,1,1,3,1,23
1,2014-07-19,"17:15","U","Wet/Damp",1,1,9,3,3,1,51
2,2014-07-19,"19:05","U","Dry",1,1,9,1,3,2,58
1,2014-07-19,"19:15","U","Dry",1,1,11,3,2,1,8
1,2014-07-19,"20:00","A","Wet/Damp",1,1,9,1,3,1,27
2,2014-07-20,"17:15","U","Dry",1,1,9,3,3,1,3
2,2014-07-22,"22:45","A","Dry",1,1,9,3,3,1,49
2,2014-07-22,"22:45","A","Dry",1,1,9,1,3,2,63
3,2014-07-22,"16:15","A","Dry",1,1,9,1,3,1,47
3,2014-07-22,"16:15","A","Dry",1,1,9,1,3,1,19
3,2014-07-22,"16:15","A","Dry",1,1,9,2,3,2,19
1,2014-07-23,"19:42","A","Dry",1,1,9,1,3,2,70
1,2014-07-23,"15:00","U","Dry",1,1,9,3,3,1,13
1,2014-07-26,"11:00","A","Dry",1,1,20,3,3,1,89
2,2014-07-26,"09:30","U","Dry",1,1,9,1,3,1,29
2,2014-07-26,"09:30","U","Dry",1,1,9,2,3,1,29
2,2014-07-27,"15:05","A","Dry",1,1,1,1,3,1,41
2,2014-07-28,"07:30","U","Dry",1,1,19,1,3,1,29
2,2014-07-29,"18:00","U","Dry",1,1,9,1,3,1,69
2,2014-07-30,"19:13","U","Dry",1,1,1,1,3,1,46
1,2014-08-02,"14:14","B","Wet/Damp",1,1,5,1,3,1,44
1,2014-08-02,"14:14","B","Wet/Damp",1,1,5,2,3,2,43
1,2014-08-02,"14:53","A","Dry",1,1,9,1,3,1,37
1,2014-08-02,"14:53","A","Dry",1,1,9,2,3,2,34
1,2014-08-03,"17:40","U","Dry",1,1,9,3,3,1,8
3,2014-08-03,"18:23","A","Dry",1,1,1,1,2,2,28
2,2014-08-06,"10:50","A","Wet/Damp",1,2,9,2,3,1,6
2,2014-08-06,"17:25","A","Dry",1,1,1,1,3,1,47
1,2014-08-06,"19:51","U","Dry",1,1,9,3,2,1,4
1,2014-08-07,"04:15","A","Dry",4,1,9,3,3,1,15
2,2014-08-08,"21:36","U","Dry",4,1,2,1,3,1,17
1,2014-08-09,"12:30","A","Dry",1,1,9,3,3,2,1
1,2014-08-09,"20:50","U","Dry",1,1,9,1,3,1,31
1,2014-08-09,"20:50","U","Dry",1,1,9,2,2,2,30
2,2014-08-09,"22:50","A","Dry",4,1,8,2,3,2,15
2,2014-08-09,"22:50","A","Dry",4,1,3,1,2,1,46
2,2014-08-09,"22:50","A","Dry",4,1,8,2,3,2,16
2,2014-08-10,"11:30","A","Wet/Damp",1,1,9,1,3,2,41
2,2014-08-11,"11:00","U","Dry",1,1,9,1,3,2,54
2,2014-08-11,"16:05","U","Dry",1,1,1,1,3,1,15
1,2014-08-11,"22:08","B","Wet/Damp",4,2,2,1,2,1,60
2,2014-08-12,"21:58","U","Wet/Damp",4,1,9,1,3,1,21
2,2014-08-12,"21:58","U","Wet/Damp",4,1,9,2,3,1,30
2,2014-08-12,"21:58","U","Wet/Damp",4,1,9,1,3,1,25
2,2014-08-15,"16:07","A","Dry",1,1,9,1,3,1,38
2,2014-08-15,"16:07","A","Dry",1,1,9,2,3,1,15
3,2014-08-16,"13:15","B","Dry",1,1,19,1,3,1,48
2,2014-08-17,"12:00","A","Dry",1,1,1,1,3,1,82
2,2014-08-15,"12:00","U","Wet/Damp",1,2,90,1,3,1,51
2,2014-08-19,"07:00","A","Dry",1,1,9,1,3,1,39
2,2014-08-22,"11:05","U","Dry",1,1,9,1,3,2,26
2,2014-08-22,"15:15","A","Wet/Damp",1,2,1,1,3,1,49
2,2014-08-22,"08:00","A","Dry",1,1,3,1,3,1,31
2,2014-08-24,"18:05","A","Dry",1,1,1,1,2,1,39
1,2014-08-25,"07:35","A","Wet/Damp",1,2,9,1,2,1,34
1,2014-08-26,"13:30","B","Dry",1,1,9,3,3,2,33
2,2014-08-27,"12:29","U","Dry",1,1,9,2,3,2,25
1,2014-08-28,"08:00","A","Dry",1,2,9,1,3,2,29
1,2014-08-28,"08:00","A","Dry",1,2,9,2,3,2,24
2,2014-08-31,"17:40","U","Dry",1,1,9,2,3,2,21
2,2014-08-31,"17:40","U","Dry",1,1,9,2,3,2,13
2,2014-09-01,"21:00","U","Dry",4,1,9,1,3,2,25
2,2014-09-02,"10:00","U","Dry",1,1,19,1,3,2,53
1,2014-09-03,"11:30","U","Dry",1,1,9,1,3,1,54
2,2014-09-04,"20:52","U","Dry",4,1,9,1,3,2,42
1,2014-09-05,"04:15","A","Dry",4,1,9,3,3,1,19
3,2014-09-08,"14:05","U","Dry",1,1,90,1,3,2,66
1,2014-09-08,"08:40","U","Dry",1,1,9,3,3,2,53
2,2014-09-08,"16:10","A","Dry",1,1,9,1,3,2,55
2,2014-09-08,"19:24","U","Dry",1,1,1,1,2,1,45
3,2014-09-09,"08:20","U","Dry",1,1,9,2,3,1,6
1,2014-09-10,"15:37","A","Dry",1,1,9,3,3,1,10
2,2014-09-11,"15:35","U","Dry",1,1,9,2,3,2,12
2,2014-09-11,"15:35","U","Dry",1,1,9,2,3,2,11
3,2014-09-11,"23:50","U","Dry",4,1,9,1,3,1,25
2,2014-09-12,"08:20","A","Dry",1,1,9,2,3,2,38
2,2014-09-14,"03:08","U","Dry",4,1,8,2,3,1,43
2,2014-09-14,"03:08","U","Dry",4,1,8,2,2,2,40
2,2014-09-14,"03:08","U","Dry",4,1,8,1,2,1,54
3,2014-09-14,"19:40","U","Dry",4,1,9,3,3,1,78
1,2014-09-15,"09:48","A","Wet/Damp",1,1,9,1,3,1,24
1,2014-09-16,"09:27","A","Dry",1,1,11,3,2,2,45
2,2014-09-16,"19:34","U","Dry",1,1,9,1,3,2,40
2,2014-09-16,"19:34","U","Dry",1,1,9,2,3,2,9
1,2014-09-18,"09:10","U","Dry",1,1,9,3,3,1,36
2,2014-09-19,"21:10","A","Wet/Damp",4,3,3,1,2,1,26
2,2014-09-21,"09:59","A","Dry",1,1,1,1,3,1,54
1,2014-09-23,"16:50","U","Dry",1,1,9,2,3,1,6
2,2014-09-24,"18:00","B","Dry",1,1,1,1,3,1,21
2,2014-09-26,"14:00","U","Dry",1,1,9,2,3,1,52
2,2014-09-26,"14:00","U","Dry",1,1,9,1,2,1,79
2,2014-09-26,"14:00","U","Dry",1,1,9,2,2,2,78
2,2014-09-26,"14:00","U","Dry",1,1,9,1,3,1,51
2,2014-09-26,"15:35","U","Dry",1,1,9,3,3,1,11
2,2014-09-26,"15:45","A","Dry",1,1,9,1,3,2,29
1,2014-09-26,"17:10","U","Dry",1,1,9,3,2,1,2
2,2014-09-28,"20:12","A","Dry",4,1,9,1,3,1,66
2,2014-09-29,"06:29","U","Dry",4,1,1,1,2,1,48
7,2014-09-30,"13:46","M","Dry",1,1,9,2,3,1,60
7,2014-09-30,"13:46","M","Dry",1,1,9,1,3,1,28
7,2014-09-30,"13:46","M","Dry",1,1,9,1,3,1,20
7,2014-09-30,"13:46","M","Dry",1,1,9,1,3,1,64
7,2014-09-30,"13:46","M","Dry",1,1,21,1,3,1,42
7,2014-09-30,"13:46","M","Dry",1,1,9,1,3,1,39
7,2014-09-30,"13:46","M","Dry",1,1,9,1,3,1,19
7,2014-09-30,"13:46","M","Dry",1,1,9,2,3,1,24
7,2014-09-30,"13:46","M","Dry",1,1,9,2,3,1,41
7,2014-09-30,"13:46","M","Dry",1,1,9,2,3,1,17
1,2014-10-04,"12:05","U","Wet/Damp",1,1,9,3,3,2,57
2,2014-09-30,"14:13","A","Dry",1,1,1,1,3,1,35
2,2014-09-30,"18:05","A","Dry",1,1,1,1,2,1,57
2,2014-10-01,"12:14","A","Dry",1,1,19,1,2,1,43
2,2014-10-02,"07:20","A","Dry",1,1,5,2,3,1,25
2,2014-10-02,"07:20","A","Dry",1,1,5,1,2,1,22
2,2014-10-02,"08:38","U","Dry",1,1,1,1,3,1,12
1,2014-10-03,"08:10","U","Dry",1,1,9,3,3,1,43
1,2014-10-06,"15:25","U","Wet/Damp",1,2,9,3,3,2,10
3,2014-10-07,"07:07","U","Wet/Damp",1,7,9,1,3,1,17
3,2014-10-07,"07:07","U","Wet/Damp",1,7,9,1,3,2,62
2,2014-10-07,"07:07","A","Wet/Damp",1,7,4,1,3,1,41
2,2014-10-07,"16:40","U","Wet/Damp",1,2,9,1,3,2,43
3,2014-10-09,"23:35","A","Wet/Damp",1,2,9,1,3,1,63
1,2014-10-09,"18:05","U","Dry",1,1,9,3,3,1,6
1,2014-10-09,"21:00","A","Wet/Damp",6,5,9,1,3,1,41
2,2014-10-10,"09:10","U","Dry",1,1,9,1,3,2,32
2,2014-10-11,"23:45","U","Wet/Damp",4,1,9,2,3,2,30
1,2014-10-14,"08:20","A","Dry",1,1,11,3,2,2,12
1,2014-10-14,"16:50","U","Wet/Damp",1,1,9,3,3,2,11
2,2014-10-16,"06:40","B","Wet/Damp",4,1,9,1,3,1,41
1,2014-10-17,"08:55","B","Dry",1,1,9,3,3,1,33
2,2014-10-17,"11:12","A","Dry",1,1,5,1,3,1,21
2,2014-10-17,"16:12","U","Dry",1,1,9,1,3,1,23
1,2014-10-18,"02:43","A","Wet/Damp",4,2,9,2,3,2,14
1,2014-10-18,"02:43","A","Wet/Damp",4,2,9,2,3,2,16
1,2014-10-18,"17:50","U","Dry",1,1,9,3,2,2,4
1,2014-10-18,"18:04","A","Dry",4,1,9,3,2,2,8
2,2014-10-19,"12:45","A","Dry",1,1,1,1,3,1,23
1,2014-10-20,"07:02","A","Wet/Damp",1,1,9,1,3,2,21
2,2014-10-21,"16:23","U","Wet/Damp",1,5,3,1,3,1,18
2,2014-10-22,"15:00","U","Dry",1,1,9,1,3,1,27
3,2014-10-23,"19:35","U","Wet/Damp",4,1,9,3,1,1,63
2,2014-10-23,"21:50","A","Dry",7,1,1,1,3,1,25
2,2014-10-24,"18:50","U","Dry",4,1,9,1,3,1,33
2,2014-10-24,"20:20","A","Wet/Damp",4,1,9,1,3,2,49
2,2014-10-24,"20:20","A","Wet/Damp",4,1,9,2,3,2,62
2,2014-10-25,"22:55","A","Dry",4,1,9,1,3,2,56
2,2014-10-25,"22:55","A","Dry",4,1,9,1,3,1,23
1,2014-10-26,"04:54","U","Wet/Damp",4,1,9,1,2,1,22
2,2014-10-27,"21:40","A","Dry",4,1,2,1,2,1,17
2,2014-10-29,"20:02","A","Wet/Damp",4,1,9,1,3,1,31
2,2014-10-29,"20:02","A","Wet/Damp",4,1,9,2,3,1,41
2,2014-10-29,"20:02","A","Wet/Damp",4,1,9,2,3,1,34
2,2014-10-29,"20:02","A","Wet/Damp",4,1,9,1,3,1,72
2,2014-11-02,"14:00","A","Dry",1,1,1,1,3,1,49
1,2014-11-03,"07:25","U","Wet/Damp",1,1,19,2,2,1,53
1,2014-11-03,"07:25","U","Wet/Damp",1,1,19,2,3,1,25
1,2014-11-03,"07:25","U","Wet/Damp",1,1,19,1,3,1,48
1,2014-11-03,"15:30","A","Dry",1,1,9,3,3,2,57
2,2014-11-03,"07:00","M","Dry",1,1,9,1,3,1,19
2,2014-11-03,"23:15","A","Wet/Damp",7,1,9,2,3,2,21
2,2014-11-04,"13:45","U","Dry",1,1,9,1,3,2,37
2,2014-11-04,"10:31","A","Dry",1,1,9,2,3,2,60
2,2014-11-04,"17:30","A","Dry",4,1,3,1,3,1,18
1,2014-11-05,"11:15","A","Dry",1,1,9,1,2,2,21
1,2014-11-05,"11:15","A","Dry",1,1,9,2,3,1,22
1,2014-11-05,"17:45","A","Dry",4,1,1,1,3,1,40
2,2014-11-05,"21:00","U","Dry",1,1,2,1,3,2,33
1,2014-11-06,"15:40","U","Dry",1,1,9,3,3,2,11
2,2014-11-07,"08:00","U","Wet/Damp",1,2,9,1,3,1,19
2,2014-11-07,"08:00","U","Wet/Damp",1,2,9,1,3,1,58
2,2014-11-07,"08:00","U","Wet/Damp",1,2,9,2,3,1,14
2,2014-11-07,"20:40","U","Wet/Damp",4,1,9,1,3,2,37
2,2014-11-08,"14:30","U","Wet/Damp",1,1,2,1,3,1,18
1,2014-10-07,"13:35","U","Dry",1,1,9,3,3,1,67
1,2014-11-09,"17:40","U","Dry",4,1,9,3,3,1,46
2,2014-11-09,"18:40","A","Wet/Damp",4,1,9,2,3,1,7
2,2014-11-09,"18:40","A","Wet/Damp",4,1,9,2,3,2,21
2,2014-11-09,"18:40","A","Wet/Damp",4,1,9,2,3,2,2
2,2014-11-09,"18:40","A","Wet/Damp",4,1,9,2,3,2,32
2,2014-11-09,"18:40","A","Wet/Damp",4,1,9,1,3,1,42
2,2014-11-09,"18:40","A","Wet/Damp",4,1,9,2,3,2,20
2,2014-11-09,"18:40","A","Wet/Damp",4,1,9,2,2,1,11
2,2014-11-10,"13:00","A","Dry",1,1,9,1,3,2,43
2,2014-11-10,"16:40","A","Wet/Damp",4,2,9,1,3,2,31
2,2014-11-11,"18:40","U","Dry",1,1,9,1,3,1,48
2,2014-11-11,"18:40","U","Dry",1,1,9,2,3,1,17
2,2014-11-13,"07:30","A","Wet/Damp",1,1,5,1,3,2,43
2,2014-11-13,"16:30","U","Dry",1,1,1,1,3,1,27
2,2014-11-14,"17:00","M","Wet/Damp",7,1,9,1,3,2,22
2,2014-11-17,"12:05","A","Dry",1,1,9,2,3,2,36
2,2014-11-17,"12:05","A","Dry",1,1,9,1,3,1,78
2,2014-11-17,"13:09","U","Dry",1,1,9,1,3,1,77
2,2014-11-17,"13:09","U","Dry",1,1,9,2,3,2,70
4,2014-11-17,"17:45","A","Wet/Damp",4,1,9,1,3,1,21
1,2014-11-18,"14:45","U","Wet/Damp",1,1,9,1,3,2,30
2,2014-11-19,"07:00","U","Wet/Damp",4,1,8,2,3,1,28
2,2014-11-19,"07:00","U","Wet/Damp",4,1,9,2,3,2,24
2,2014-11-19,"07:00","U","Wet/Damp",4,1,8,2,3,2,26
2,2014-11-19,"07:40","U","Wet/Damp",1,2,3,1,2,1,18
